stt,khudl,tinhthanh,mota,linkanh
1955,Hồ Soài Đo,An Giang,"Nằm ngay bên sườn núi Cô Tô, hồ Soài Đo ghi điểm ghì bởi vẻ đẹp hoang sơ cùng với khung cảnh non nước hữu tình, dễ làm say đắm lòng người. Vì đây là một địa điểm du lịch An Giang mới vừa được khai thác, nên cảnh quan ở đây khá tươi đẹp, khí hậu lại trong lành. Những ai có sở thích khám phá, ghi dấu tại các miền đất lạ thì hồ Soài Đo là một gợi ý.
Tuy là hồ nước nhân tạo nhưng hồ Soài Đo vẫn rất đẹp một vẻ đẹp nên thơ, hữu tình. Để ghi lại những bức hình đẹp, bạn có thể trèo lên tảng đả to ở phía trên đồi, hoặc check in chiếc cầu dẫn ra ngoài hồ đảm bảo có ảnh bao đẹp. Đừng quên, lập kèo cắm trại ngay bên bờ hồ, tham gia vào hàng loạt các trải nghiệm thú vị ở đây như chèo xuồng, ăn uống hay vui chơi dưới những bóng cây mát rượi.
Địa chỉ: úi Cô Tô, xã Núi Tô, huyện Tri Tôn, An Giang
Phân loại du lịch: du lịch sinh thái, du lịch khám phá",https://mia.vn/media/uploads/blog-du-lich/kham-pha-ve-dep-ho-soai-so-thanh-binh-va-tinh-lang-9-1660653477.jpg
1956,Cổng trời Khmer Koh Kas,An Giang,"Nằm ở xã Châu Lăng, huyện Tri Tôn, có một ngôi chùa mang tên Khmer Koh Kas gây sốt bởi chiếc cổng nằm lẻ lỏi giữa cánh đồng, phải đi một đoạn nửa cây số nữa mới tới chùa. Không chỉ vậy, chiếc cổng này còn được đặt cho cái tên là “cổng trời” bởi sự độc đáo trong thiết kế. Những hoa văn, họa tiết đậm chất Phật giáo, với điểm nhấn là 3 tháp nhỏ nhô lên, toàn bộ chiếc cổng trụ vững nhờ bốn chân trụ bên dưới.
Chính sự ấn tượng trong kiến trúc, cổng trời trong vài năm trở lại đây đã trở thành địa điểm du lịch An Giang được check in rất nhiều. Nếu biết lấy góc chụp, lên concept đảm bảo hình đẹp không thua kém ở các ngôi nhà nổi tiếng nào khác. 
Phân loại du lịch: du lịch văn hóa",https://mia.vn/media/uploads/blog-du-lich/chua-koh-kas-cong-troi-tri-ton-diem-check-in-thu-vi-khi-den-an-giang-1-1659858548.jpg
1957,Trại cá sấu Long Xuyên,An Giang,"Đây là một địa điểm du lịch mới ở An Giang, nhưng không phải ai cũng dám đến bởi nơi đây là trang trại nuôi cá sấu lớn nhất ở Việt Nam với số lượng hơn 10.000 con. Nằm ở địa chỉ số 44/1A Trần Hưng Đạo, thành phố Long Xuyên nên rất dễ để bạn di chuyển đến đây.
Đến đây, bạn sẽ được trực tiếp ngắm nhìn khung cảnh sinh hoạt của hàng vạn con cá sấu, chúng lớn đủ đủ kích cỡ với những hàm răng sắc nhọn, vẻ ngoài đáng sợ nhưng điều đó dưỡng như không cản trở được những niềm đam mê tò mò, muốn khám phá của không ít bạn trẻ. Khuôn viên của trang trại nay cũng đã được quy hoạch, kiểu một khu du lịch sinh thái, có khu vực ăn uống riêng phục vụ khách.
Phân loại du lịch: du lịch sinh thái, du lịch khám phá",https://mia.vn/media/uploads/blog-du-lich/trai-ca-sau-long-xuyen-kham-pha-vuong-quoc-cua-loai-dong-vat-ky-thu-01-1660214145.jpeg
1958,Đèo Pe Ker,"A Lưới, Thừa Thiên Huế","Đèo Pe Ker là một địa điểm du lịch Huế ấn tượng dành cho những ai thích khám phá cảnh quan thiên nhiên tuyệt đẹp từ trên cao. Đèo Pe Ker có độ dốc 10% và trải dài đến hon 800m. Tại đây, du khách sẽ được đắm mình vào khung cảnh nên thơ, đẹp mắt vô cùng ấn tượng. Địa điểm du lịch này hứa hẹn sẽ là một tọa độ du lịch đặc sắc dành cho những ai thích khám phá thiên nhiên và thích mạo hiểm.
Địa chỉ: xã Hồng Vân, huyện A Lưới, tỉnh Thừa Thiên Huế
Phân loại du lịch: du lịch núi",https://media.gody.vn/images/thua-thien-hue/deo-peke-hue/c5d9d0e09473057d762bfab35f8b4c70a8cd23c0.jpg
1959,Bảo tàng Báo chí Việt Nam,Hà Nội,"Thành lập: 28 tháng 7 năm 2017
Bảo tàng Báo chí Việt Nam nằm trong hệ thống bảo tàng quốc gia, trực thuộc Hội Nhà báo Việt Nam, được Thủ tướng Chính phủ ký quyết định thành lập ngày 28/07/2017. Lễ công bố Quyết định và ra mắt Bảo tàng được tổ chức ngày 16/08/2017. Ngày 19/06/2020, Bảo tàng Báo chí Việt Nam đã hoàn thành không gian trưng bày cố định và chính thức mở cửa đón khách tham quan. 
Bảo tàng Báo chí Việt Nam có địa chỉ tại tầng 1-2-3, tòa nhà Hội Nhà báo Việt Nam, đường Dương Đình Nghệ, phường Yên Hòa, quận Cầu Giấy, thành phố Hà Nội.
Ngày 14 tháng 01 năm 2021, Bảo tàng Báo chí Việt Nam được Thủ tướng Chính phủ tặng Bằng khen vì có thành tích trong công tác bảo tồn, phát huy các giá trị di sản văn hóa Báo chí cách mạng Việt Nam.
Phân loại du lịch: du lịch văn hóa 
",https://vnn-imgs-f.vgcloud.vn/2020/06/15/23/bao-tang-bao-chi-viet-nam-chinh-thuc-don-khach-tu-ngay-19-6-1.jpg
1960,Bảo tàng văn học,Hà Nội,"Bảo tàng Văn Học Việt Nam tọa lạc số 275 đường Âu Cơ, quận Tây Hồ, thành phố Hà Nội. Đây là một trong các số ít bảo tàng của tập trung vào công tác nghiên cứu, trưng bày, lưu giữ, bảo quản và giáo dục về các giá trị văn học của dân tộc Việt Nam.
Tính đến hiện nay, bảo tàng Văn Học Việt Nam đang lưu giữ hàng nghìn hiện vật văn học có tuổi đời lên đến hàng trăm năm kéo dài từ thời nhà Lý đến nay. Các hiện vật này được trưng bày trong không gian rộng đến 3000m2 có nét kiến trúc cổ điển, sang trọng. Là nơi lưu giữ những giá trị tinh hoa quý báu của dân tộc, bảo tàng Văn Học Việt Nam chắc chắn sẽ làm bao tâm hồn đam mê văn chương. Bảo tàng Văn Học Việt Nam hoạt động từ thứ 2 đến chủ nhật hàng tuần vào 2 khung giờ: 8h00 - 12h00 và 13h30 - 17h00.
Phân loại du lịch: du lịch văn hóa",https://baotangvanhoc.vn/wp-content/uploads/2021/11/Slide-Bao-tang-van-hoc-3.jpg
1961,Bảo tàng lịch sử Thành phố Hồ Chí Minh,Hồ Chí Minh,"Bảo tàng Lịch sử Thành phố Hồ Chí Minh tọa lạc tại số 2 đường Nguyễn Bỉnh Khiêm, phường Bến Nghé, Quận 1, trong khuôn viên Thảo Cầm Viên Sài Gòn. Đây là nơi bảo tồn và trưng bày hàng chục ngàn hiện vật quý được sưu tầm trong và ngoài nước Việt Nam.
Bảo tàng mở cửa tiếp đón công chúng lần đầu tiên vào ngày 1 tháng 1 năm 1929. Buổi đầu, Bảo tàng chỉ có 2.893 cổ vật (chủ yếu là bộ sưu tập của Holbé), đến những năm cuối thế kỷ 20, bảo tàng đã có hơn 30.000 hiện vật rất có giá trị… Ngoài ra, bảo tàng còn có trên 25.000 sách báo và tài liệu, cũng rất có giá trị cho công việc nghiên cứu các ngành khảo cổ học, dân tộc học, sử học, bảo tàng học...
Phân loại du lịch: du lịch văn hóa",https://bocapvang.net/wp-content/uploads/2022/09/bao-tang-lich-su-Viet-Nam-TPHCM-2.jpg
1962,Bảo tàng Đường Hồ Chí Minh,Hà Nội,"Địa chỉ: phường Yên Nghĩa, quận Hà Đông, Hà Nội
Bảo tàng Đường Hồ Chí Minh trực thuộc tổng công ty xây dựng Trường Sơn hay Cục Chính trị, Binh đoàn 12, Quân đội nhân dân Việt Nam là bảo tàng lịch sử có nhiệm vụ nghiên cứu, sưu tầm, kiểm kê, trưng bày, tuyên truyền giới thiệu các tài liệu, hiện vật có giá trị lịch sử, văn hoá, khoa học, phản ánh quá trình xây dựng, chiến đấu, trưởng thành, những sự tích anh hùng của Bộ đội Trường Sơn trong kháng chiến và trong công cuộc đổi mới đất nước. Tình đoàn kết chiến đấu của dân tộc ba nước Đông Dương trên con đường huyền thoại ""Đường Hồ Chí Minh"".
Phân loại du lịch: du lịch văn hóa",https://icdn.dantri.com.vn/hBru1dLDczzwdZ6qEvP0/Image/2012/03/2/baotang941210_a2d4b.jpg
1963,Bảo tàng Hậu cần,Hà Nội,"Bảo tàng Hậu cần trực thuộc Cục Chính trị, Tổng cục Hậu cần thuộc Bộ Quốc phòng Việt Nam thuộc loại hình lịch sử quân sự chuyên ngành hậu cần có nhiệm vụ nghiên cứu, sưu tầm, kiểm kê, trưng bày, tuyên truyền giới thiệu các tài liệu, hiện vật có giá trị lịch sử, văn hoá, khoa học, phản ánh quá trình xây dựng, chiến đấu, trưởng thành của ngành hậu cần quân đội trong sự nghiệp đấu tranh giải phóng dân tộc, xây dựng và bảo vệ Tổ quốc. Bảo tàng tọa lạc tại khu dân cư Nhân Mỹ, phường Mỹ Đình 1, quận Nam Từ Liêm, thành phố Hà Nội, gần khu liên hợp thể thao Quốc gia Mỹ Đình.
Bảo tàng Hậu cần được thành lập ngày 04/9/1959, trực thuộc Cục Chính trị/Tổng cục Hậu cần. Bảo tàng Hậu cần được xếp hạng Hai theo quyết định xếp hạng Bảo tàng Việt Nam. Bảo tàng Hậu cần thuộc loại hình lịch sử quân sự chuyên ngành hậu cần có nhiệm vụ nghiên cứu, sưu tầm, kiểm kê, trưng bày, tuyên truyền giới thiệu các tài liệu, hiện vật có giá trị lịch sử, văn hoá, khoa học, phản ánh quá trình xây dựng, chiến đấu, trưởng thành của ngành hậu cần quân đội trong sự nghiệp đấu tranh giải phóng dân tộc, xây dựng và bảo vệ Tổ quốc.
Phân loại du lịch: du lịch văn hóa",http://mod.gov.vn/wcm/connect/8392d46d-1adf-41f3-a74a-89c2e5382e39/1/image001.jpg?MOD=AJPERES
1964,Bảo tàng Thông tin,Hà Nội,"Bảo tàng Thông tin trực thuộc Cục Chính trị, Binh chủng Thông tin thuộc loại hình lịch sử quân sự có nhiệm vụ nghiên cứu, sưu tầm, kiểm kê, trưng bày, tuyên truyền giới thiệu các tài liệu, hiện vật có giá trị lịch sử, văn hoá, khoa học, phản ánh quá trình xây dựng, chiến đấu, trưởng thành của Bộ đội Thông tin liên lạc trong sự nghiệp giải phóng dân tộc, thống nhất Tổ quốc, xây dựng và bảo vệ Tổ quốc. Bảo tàng tọa lạc tại số 2 phố Giang Văn Minh, phường Kim Mã, quận Ba Đình, thành phố Hà Nội, gần đường Giảng Võ, đối diện khách sạn Hanoi Horison.
Phân loại du lịch: du lịch văn hóa",http://mod.gov.vn/wcm/connect/702992b5-9e47-48d9-83ff-c6a83f29a961/1/image001.jpg?MOD=AJPERES
1965,Bảo tàng Pháo binh,Hà Nội,"Bảo tàng Pháo binh trực thuộc Cục Chính trị, Binh chủng Pháo binh, Quân đội nhân dân Việt Nam thành lập ngày 08/05/1981 theo Quyết định số: 182/QĐ-TM của Bộ Tổng Tham mưu Quân đội nhân dân Việt Nam. Bảo tàng Pháo binh thuộc hệ thống các bảo tàng lực lượng vũ trang và bảo tàng quốc gia, được xếp hạng Hai theo Quyết định số 3522/QĐ - BQP ngày 28/12/2001. Bảo tàng tọa lạc tại số 463 phố Đội Cấn, phường Vĩnh Phúc, quận Ba Đình, thành phố Hà Nội, gần đường Bưởi.
Bảo tàng Pháo binh là công trình văn hóa nằm trong khu trung tâm văn hóa - thể thao cơ quan Bộ Tư lệnh Pháo binh. Nội dung hoạt động của Bảo tàng nhằm giới thiệu quá trình lịch sử xây dựng, chiến đấu, chiến thắng và trưởng thành của lớp lớp cán bộ, chiến sĩ Pháo binh qua các thời kỳ.
Phân loại du lịch: du lịch văn hóa",https://nhn.1cdn.vn/2023/10/04/bao-tang-phao-binh.jpg
1966,Bảo tàng Công binh,Hà Nội,"Bảo tàng Công binh trực thuộc Cục Chính trị, Binh chủng Công binh, Quân đội nhân dân Việt Nam thuộc loại hình lịch sử quân sự, có nhiệm vụ nghiên cứu, sưu tầm, kiểm kê, trưng bày, tuyên truyền giới thiệu các tài liệu, hiện vật có giá trị lịch sử, văn hoá, khoa học, phản ánh quá trình xây dựng, chiến đấu, trưởng thành của Bộ đội Công binh trong sự nghiệp giải phóng dân tộc, bảo vệ Tổ quốc, xây dựng và bảo vệ Tổ quốc. Bảo tàng tọa lạc tại số 290 đường Lạc Long Quân, phường Bưởi, quận Tây Hồ, thành phố Hà Nội, gần hồ Tây.
Phân loại du lịch: du lịch văn hóa",https://mod.gov.vn/wcm/connect/472ad027-bc8c-42d3-b8ae-bb09275656e0/1/image001.jpg?MOD=AJPERES
1967,Bảo tàng Đặc công,Hà Nội,"Bảo tàng Đặc công trực thuộc Cục Chính trị, Binh chủng Đặc công, Quân đội nhân dân Việt Nam là một công trình văn hóa nằm ở phía Nam thành phố Hà Nội. Đây là nơi lưu giữ những hình ảnh, hiện vật, tư liệu quý về lịch sử, truyền thống của Bộ đội Đặc công qua các cuộc chiến tranh giải phóng, trong công cuộc bảo vệ Tổ quốc và làm nhiệm vụ quốc tế. Bảo tàng toạ lạc tại thôn Đông Phù, xã Đông Mỹ, huyện Thanh Trì, thành phố Hà Nội. 
Bảo tàng chỉ cho phép các cán bộ quân đội và các đoàn tham quan của các cơ quan, đoàn thể và trường học đã đặt lịch từ trước vào tham quan. Khách du lịch không được phép vào tham quan bảo tàng.
Phân loại du lịch: du lịch văn hóa",https://nhn.1cdn.vn/2023/10/04/bao-tang-dac-cong.jpg
1968,Bảo tàng Chứng tích chiến tranh,Hồ Chí Minh,"Bảo tàng Chứng tích Chiến tranh (War Remnants Museum) là một bảo tàng vì hòa bình ở số 28 đường Võ Văn Tần, Phường Võ Thị Sáu, Quận 3, Thành phố Hồ Chí Minh. Bảo tàng Chứng tích Chiến tranh trực thuộc Sở Văn hóa và Thể thao Thành phố Hồ Chí Minh, là thành viên của hệ thống Bảo tàng vì hòa bình thế giới và Hội đồng các bảo tàng thế giới (ICOM). Bảo tàng Chứng tích Chiến tranh là Bảo tàng chuyên đề nghiên cứu, sưu tầm, lưu trữ, bảo quản và trưng bày những tư liệu, hình ảnh, hiện vật về những chứng tích tội ác và hậu quả của các cuộc chiến tranh mà các thế lực xâm lược đã gây ra đối với Việt Nam. Qua đó, Bảo tàng tuyên truyền về tinh thần đấu tranh bảo vệ độc lập tự do của Tổ quốc, về ý thức chống chiến tranh xâm lược, bảo vệ hòa bình và tinh thần đoàn kết hữu nghị giữa các dân tộc trên thế giới. Bảo tàng lưu giữ hơn 20.000 tài liệu, hiện vật và phim ảnh, trong đó hơn 1.500 tài liệu, hiện vật, phim ảnh đã được đưa vào giới thiệu ở 8 chuyên đề trưng bày thường xuyên. 
Bảo tàng Chứng tích Chiến tranh và Cơ quan Phát triển Quốc tế Hoa Kỳ (USAID) đã ký kết Bản ghi nhớ hợp tác thực hiện phòng trưng bày tại Bảo tàng Chứng tích Chiến tranh về những nỗ lực chung của hai nước Việt Nam và Hoa Kỳ khắc phục hậu quả chiến tranh, chiều 10/4/2023. 
Từ nhiều năm qua, Bảo tàng Chứng tích Chiến tranh là một trong những điểm tham quan thu hút lượng khách đông nhất ở TPHCM và cả nước. Qua 48 năm hình thành và phát triển (1975 - 2023), Bảo tàng đã đón tiếp hơn 23 triệu lượt khách tham quan, trong đó có hơn 11 triệu lượt khách quốc tế và hơn 2 triệu lượt khách tham quan triển lãm lưu động. Hiện nay Bảo tàng Chứng tích Chiến tranh thu hút trên 1 triệu lượt khách tham quan mỗi năm.
Phân loại du lịch: du lịch văn hóa",https://upload.wikimedia.org/wikipedia/commons/3/36/Vietnam-_War_Remnants_Museum.jpg
